Doc currency,USD,,,,,,,,,
,,,,,,,,,,
A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price
,,,Microsoft Stream Plan 2 for Office 365 Add-On,7a6cf83d-b4e3-4a2d-ad58-70677698b8a4,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Microsoft Stream Plan 2 for Office 365 Add-On for faculty,cbb7a0ff-cbc5-425f-8051-a1b1f981a924,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.40,0.50
,,,Microsoft Stream Plan 2 for Office 365 Add-On for students,46f7b110-8370-4f99-a713-94a970160a65,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.30,0.40
,,,Minecraft: Education Edition,EE10CBD2-7A12-45DE-BE11-0C2C7C6EEEB1,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.34,0.42
,,,Office 365 Advanced eDiscovery,6b648c1e-f472-46c0-8379-09f50a3315e0,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,6.40,8.00
,,,Office 365 Advanced eDiscovery for faculty,4d1f0e32-0972-499c-b1fc-673576d54f12,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,2.40,3.00
,,,Office 365 Advanced eDiscovery for students,4d30d083-68d4-454d-9fc0-8fd42281564b,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.80,2.30
,,,Office 365 Advanced Security Management,5d8c82e0-4386-4129-8b3b-5b5c193d1138,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.40,3.00
,,,Office 365 Business,5c9fd4cc-edce-44a8-8e91-07df09744609,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.60,8.30
,,,Office 365 Business Essentials,bd938f12-058f-4927-bba3-ae36b1d2501c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,Office 365 Business Premium,031c9e47-4802-4248-838e-778fb1d2cc05,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,10.00,12.50
,,,Office 365 Education E5 for faculty,8c484fd0-1f3f-44fb-b6d2-26ca107273f6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6.52,8.00
,,,Office 365 Education E5 for students,3891169e-2323-45f7-95c2-4497cda23d1c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.90,6.00
,,,Office 365 Education for faculty,512e27aa-19d1-4c38-b2cb-5813375c8201,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.00,0.00
,,,Office 365 Education for students,c60e9cc5-7339-479e-8003-285f6bd195c7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.00,0.00
,,,Office 365 Enterprise E1,91fd106f-4b2c-4938-95ac-f54f74e9a239,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.40,8.00
,,,Office 365 Enterprise E3,796b6b5f-613c-4e24-a17c-eba730d49c02,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,16.00,20.00
,,,Office 365 Enterprise E4,8909e28e-5832-42f4-9886-b0a5545f3645,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,17.60,22.00
,,,Office 365 Enterprise E5,a044b16a-1861-4308-8086-a3a3b506fac2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28.40,35.00
,,,Office 365 Enterprise E5 without PSTN Conferencing,4f7ecaf1-e9d6-4cac-9687-e22eb3dfdd70,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,26.40,33.00
,,,Office 365 Enterprise E5 without PSTN Conferencing,02c07b64-2cd3-4667-b014-561192fc5d1a,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28.00,35.00
,,,Office 365 Enterprise E5 without PSTN Conferencing for faculty,e035317b-9f18-4102-b350-0afbb207c05d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,5.92,7.40
,,,Office 365 Enterprise E5 without PSTN Conferencing for faculty,a5676fc6-38bb-4f91-9618-81a0c9465a6f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6.40,8.00
,,,Office 365 Enterprise E5 without PSTN Conferencing for students,392951dd-5bcb-42f2-b1e9-c96180a0c01b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.40,5.50
,,,Office 365 Enterprise E5 without PSTN Conferencing for students,0126406e-ff5b-448e-affb-6d253c4c720c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.80,6.00
,,,Office 365 Extra File Storage,53fc25f7-6639-4f78-bb44-3c2dfec3ed40,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.16,0.20
,,,Office 365 Extra File Storage (Government Pricing),3ea7e320-65e2-45f0-abf5-6f6fabb2255b,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,0.16,0.20
,,,Office 365 F1,6fbad345-b7de-42a6-b6ab-79b363d0b371,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.20,4.00
,,,Office 365 ProPlus,be57ff4c-100c-4f1f-b82d-f1c5ab63a665,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,9.60,12.00
,,,Office 365 ProPlus for faculty,35eb491f-5484-496e-978b-f349eed3c699,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.60,2.00
,,,Office 365 ProPlus for students,5699c6f3-cc7a-4212-9042-8f85ce30f4e0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.20,1.50
,,,Office 365 Threat Intelligence,efe1183a-8fa0-4138-bf0a-5ae271ab6e3c,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,6.40,8.00
,,,Office 365 Threat Intelligence for faculty,f8aa0b4e-0799-4149-8dbc-b6105b5b4209,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,2.40,3.00
,,,Office 365 Threat Intelligence for students,5fd2b092-f47a-44c2-a79f-b3208bba335b,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.80,2.30
,,,OneDrive for Business (Plan 1),90d3615e-aa96-478e-b6ce-8eb1e9a96b4b,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,OneDrive for Business (Plan 2),bf1f6907-1f8e-4f05-b327-4896d1395c15,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,8.00,10.00
,,,Power BI Premium P1,47490014-3ed5-4a67-937e-c7de2422d888,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3996.00,4995.00
,,,Power BI Premium P1 for Faculty,4ebcded4-77ce-43c2-a282-644390ba79c7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1598.40,1998.00
,,,Power BI Premium P1 for Students,3d42385f-10bd-4230-bee1-2189565224b8,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1598.40,1998.00
,,,Power BI Premium P2,4daeed88-7f6e-4210-b7d9-50e0853c9e4f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7996.00,9995.00
,,,Power BI Premium P2 for Faculty,457b704a-5f90-49e0-be43-1b2124b2dd02,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3198.40,3998.00
,,,Power BI Premium P2 for Students,cd7967ef-4c48-484c-a539-7dc876d61e88,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,3198.40,3998.00
,,,Power BI Premium P3,30a0221f-6b2d-4c3c-93d9-c76e3b409d1f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15996.00,19995.00
,,,Power BI Premium P3 for Faculty,cfe79d8a-1948-4b68-b867-e53b771aaea0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6398.40,7998.00
,,,Power BI Premium P3 for Students,f17c5ab1-86b4-4d0d-9807-478c24576384,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,6398.40,7998.00
,,,Power BI Pro,800f4f3b-cfe1-42c1-9cea-675512810488,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.99,10.00
,,,Power BI Pro for faculty,98fa9c4d-ef56-4480-86cb-b10d49effa73,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.80,2.30
,,,Power BI Pro for students,15a38d13-62c6-48a0-a752-aea1627cb00b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.00,1.30
,,,PowerApps Additional Data Storage,8f944660-266f-47ae-afea-305a4175da77,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,60.00,75.00
,,,PowerApps Additional Data Storage (Dyn365),10e11653-6175-4286-9512-757cec3d35bc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,60.00,75.00
,,,PowerApps Additional Data Storage for Faculty,eb408baa-da99-4cd8-a9c7-d913504af543,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,33.00,41.30
,,,PowerApps Additional Data Storage for Faculty (Dyn365),ae55de41-3fa6-4b43-8405-03488508b4e0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,33.00,41.30
,,,PowerApps Additional Data Storage for Students,654156f7-602e-4080-89ed-105675770a3b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,24.00,30.00
,,,PowerApps Additional Data Storage for Students (Dyn365),45ce3c05-0820-4435-a8ed-028143ec6968,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,24.00,30.00
,,,PowerApps Additional File Storage per 500GB,3603483f-086d-4c97-b372-32ca856d8cce,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,40.00,50.00
,,,PowerApps Additional File Storage per 500GB (Dyn365),bc07a976-0468-48db-ad63-f426fa415bd1,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,40.00,50.00
,,,PowerApps Additional File Storage per 500GB for Faculty,bb6244a0-403b-4ecc-bb51-a063fe99e31a,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,22.00,27.50
,,,PowerApps Additional File Storage per 500GB for Faculty (Dyn365),10de2ef2-b242-4d53-9454-db9a15523095,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,22.00,27.50
,,,PowerApps Additional File Storage per 500GB for Students,81ef0a38-c3b0-4636-9d5c-2ac4b2dc2856,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,16.00,20.00
,,,PowerApps Additional File Storage per 500GB for Students (Dyn365),eb430c09-5c74-49b6-8cf3-058df6432a9b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,16.00,20.00
,,,PowerApps Enterprise Environment,e81c863e-b078-4f25-a4b2-dbac5fab12a6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,8000.00,10000.00
,,,PowerApps Enterprise Environment (Dyn365),eb0d0b25-56c1-492f-8d02-3b88e0ae6590,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,8000.00,10000.00
,,,PowerApps Enterprise Environment for Faculty,a19f1dc9-2d4f-4ff9-91ce-9ffb8ea18c23,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,4400.00,5500.00
,,,PowerApps Enterprise Environment for Faculty (Dyn365),229cd1fa-2a40-46c3-b157-35a8d481b230,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,4400.00,5500.00
,,,PowerApps Enterprise Environment for Students,3f242116-0e68-42d2-844e-fab8cbe5bc4d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,3199.99,4000.00
,,,PowerApps Enterprise Environment for Students (Dyn365),18811bfa-f12d-4092-b4db-dc606dc2ff85,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,3199.99,4000.00
,,,PowerApps Professional Environment,ab0d7fcc-9af0-45e9-92ef-6f40da16e7e6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1600.00,2000.00
,,,PowerApps Professional Environment (Dyn365),0596958c-38c5-40c3-8532-9906f47149cb,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1600.00,2000.00
,,,PowerApps Professional Environment for Faculty,ace7a49a-0cda-4c3a-b3c0-5c58010ea1dc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,880.00,1100.00
,,,PowerApps Professional Environment for Faculty (Dyn365),9b9af547-ad1d-48cf-bc39-492df10a9697,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,880.00,1100.00
,,,PowerApps Professional Environment for Students,5771c699-54af-47e1-82f8-50e056a70fcc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,640.00,800.00
,,,PowerApps Professional Environment for Students (Dyn365),81efa59c-a6ef-4b48-8d41-81588b671095,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,640.00,800.00
,,,Project Online,1f1d89ab-6c52-4a16-a9b6-b358edb27aab,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,26.40,33.00
,,,Project Online Essentials,a4179d30-cc09-49f0-977e-dc2cb70b874f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,5.60,7.00
,,,Project Online Premium,d85c8762-22e4-44c0-97fe-27ed3fc4e61a,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,44.00,55.00
,,,Project Online Professional,a56baa74-d4e3-49fd-b228-ca0b62d08bad,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,24.00,30.00
,,,Project Online with Project Pro for Office 365,63741246-68c5-4ae2-8a2d-333b9eda85d4,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,46.40,58.00
,,,Project Pro for Office 365,d3bca131-4772-47bc-9c2e-e4040f82268c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,20.00,25.00
,,,SharePoint Online (Plan 1),ff7a4f5b-4973-4241-8c43-80f2be39311d,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,SharePoint Online (Plan 2),69c67983-cf78-4102-83f6-3e5fd246864f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,8.00,10.00
,,,Skype for Business Cloud PBX,4260988e-990d-479c-ae7b-f01ce8e1bb4d,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,6.40,8.00
,,,Skype for Business Cloud PBX for faculty,331e4150-94df-4517-8d5c-9346deea7665,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,2.40,3.00
,,,Skype for Business Cloud PBX for students,40d1eb22-daeb-4e72-80e9-566375a83b55,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.80,2.30
,,,Skype for Business Online (Plan 1),aca0c06c-890d-4abb-83cf-bc519a2565e5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Skype for Business Online (Plan 2),14c61739-b45a-42c0-832c-d330972d3173,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.40,5.50
,,,Skype for Business Plus CAL,fc233c3f-25bc-4bba-8984-860ce561af86,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Skype for Business Plus CAL for faculty,8637b090-a710-44e8-96ec-230e0c7f1e19,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.20,1.50
,,,Skype for Business Plus CAL for students,17853361-4de9-487f-b897-ac65b9e508a3,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.40,0.50
,,,Skype for Business PSTN Conferencing,c94271d8-b431-4a25-a3c5-a57737a1c909,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,4.00,4.00
,,,Skype for Business PSTN Conferencing for E5 without PSTN Conferencing Customers,64c8233d-29d5-47c1-91b2-773226487213,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.00,2.00
,,,Skype for Business PSTN Conferencing for E5 without PSTN Conferencing for faculty Customers,d5cc531a-a8c6-4f4d-a468-9607fe67b783,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.60,0.60
,,,Skype for Business PSTN Conferencing for E5 without PSTN Conferencing for students,ada504e3-99e7-456d-84a1-d19c27677b4b,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.50,0.50
,,,Skype for Business PSTN Conferencing for faculty,061391db-34bc-4aca-bf89-bb7c28aca20b,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.50,1.50
,,,Skype for Business PSTN Conferencing for students,468e089f-8e8d-41f8-a688-8a91d875269a,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.13,1.13
,,,Skype for Business PSTN Domestic and International Calling,ded34535-507f-4246-8370-f9180318c537,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,24.00,24.00
,,,Skype for Business PSTN Domestic and International Calling for faculty,492b8a14-381c-4536-bf63-bd5785c14734,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,24.00,24.00
,,,Skype for Business PSTN Domestic and International Calling for students,64ed3fb4-9f46-4e8a-b287-7a3662245c37,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,24.00,24.00
,,,Skype for Business PSTN Domestic Calling,0f598efe-f330-4d79-b79f-c9480bb7ce3e,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,12.00,12.00
,,,Skype for Business PSTN Domestic Calling for faculty,5e8853ed-611c-4f9c-af21-540ba351a636,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,12.00,12.00
,,,Skype for Business PSTN Domestic Calling for students,da2034e1-c147-4aae-afab-9c15acf16ea5,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,12.00,12.00
,,,Visio Pro for Office 365,b4d4b7f4-4089-43b6-9c44-de97b760fb11,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,10.40,13.00
,,,Windows 10 Enterprise E3,62F28745-3F17-4337-BE15-EA4B8C8DC872,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,5.60,7.00
,,,Yammer Enterprise,a3f4ab4e-6239-4ecb-a859-77369dca1c08,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.40,3.00
