,model,retail_price,partner_price,category,brand
1238,"LICENSE,VTL,OPEN SYSTEMS,DD4200","$9,000","$6,660",Storage,EMC
1239,"LICENSE,VTL,NDMP TAPE SERVER,ETH,DD4200","$9,000","$6,660",Storage,EMC
1240,"LICENSE,VTL,IBM IOS,DD4200","$13,500","$9,990",Storage,EMC
1241,"LICENSE,VTL,OPEN SYSTEMS,DD4500","$19,000","$14,060",Storage,EMC
1242,"LICENSE,VTL,NDMP TAPE SERVER,ETH,DD4500","$19,000","$14,060",Storage,EMC
1243,"LICENSE,VTL,IBM IOS,DD4500","$28,500","$21,090",Storage,EMC
1244,LIC;VTL;620. INCL:1XPCIE CARD;DP;4G,"$6,000","$4,440",Storage,EMC
1245,LIC;VTL;NDMP TAPE SVR;ETH;DD620,"$1,500","$1,110",Storage,EMC
1246,LIC;VTL;IBM I/OS;FC;DD620;1XPCIE;DP;4G,"$6,750","$4,995",Storage,EMC
1247,LIC;VTL;690. INCL:1XPCIE CARD;DP;4G,"$27,000","$19,980",Storage,EMC
1248,LIC;VTL;690. INCL:2XPCIE CARD;DP;4G,"$31,500","$23,310",Storage,EMC
1249,LIC;VTL;NDMP TAPE SVR;ETH;DD690,"$22,500","$16,650",Storage,EMC
1250,LIC;VTL;IBM I/OS;FC;DD880;1XPCIE;DP;8G,"$72,000","$53,280",Storage,EMC
1251,LIC;VTL;IBM I/OS;FC;DD880;2XPCIE;DP;8G,"$76,500","$56,610",Storage,EMC
1252,LIC VTL OPEN SYSTEMS DD9500=IA,"$45,000","$33,300",Storage,EMC
1253,LIC VTL NDMP TAPE SVR ETH DD9500=IA,"$45,000","$33,300",Storage,EMC
1254,LIC VTL IBM IOS DD9500=IA,"$72,000","$53,280",Storage,EMC
1255,LIC;VTL;990; INCL 1XPCIE CARD;DP;8G,"$49,500","$36,630",Storage,EMC
1256,LIC;VTL;990; INCL 2XPCIE CARD;DP;8G,"$54,000","$39,960",Storage,EMC
1257,LIC;VTL;990; INCL 3XPCIE CARD;DP;8G,"$58,500","$43,290",Storage,EMC
1258,LIC;VTL;NDMP TAPE SVR;ETH;DD990,"$45,000","$33,300",Storage,EMC
1259,LIC;VTL;IBM I/OS;FC;DD990;1XPCIE;DP;8G,"$72,000","$53,280",Storage,EMC
1260,LIC;VTL;IBM I/OS;FC;DD990;2XPCIE;DP;8G,"$76,500","$56,610",Storage,EMC
1261,LIC;VTL;IBM I/OS;FC;DD990;3XPCIE;DP;8G,"$81,000","$59,940",Storage,EMC
1262,LIC;VTL;890;INCL 2XPCIE CARD;DP;8G;CTL2,"$27,000","$19,980",Storage,EMC
1263,LICENSE;VTL;CTL2;INCL2X PCIE CARD;DP;8G,"$31,500","$23,310",Storage,EMC
1264,LICENSE EXPSTOR DD2200=IA,"$8,500","$7,225",Storage,EMC
1265,"LICENSE,EXP CAP,DD4200,MORE THAN 120TB","$20,000","$14,800",Storage,EMC
1266,"LICENSE,EXP CAP,DD4500,MORE THAN 180TB","$30,000","$22,200",Storage,EMC
1267,"LICENSE,EXP CAP,DD7200,MORE THAN 360TB","$40,000","$29,600",Storage,EMC
1268,LIC EXP CAP DD9500 MORE THAN 540TB=IA,"$50,000","$37,000",Storage,EMC
1269,LICENSE;EXP CAP;DD990;MORE THAN 360TB,"$50,000","$37,000",Storage,EMC
1270,POWER CORD;US;RACK;DUAL;R&S CONNECTOR,"$1,100",$814,Storage,EMC
1271,POWER CORD SINGLE PHASE US RACK DUAL R&S,"$1,100",$814,Storage,EMC
1272,POWER CORD SINGLE PHASE US RACK DUAL R&S,"$1,100",$814,Storage,EMC
1273,"POWER CORD,US,RACK,DUAL,R&S CONNECTOR","$1,100",$814,Storage,EMC
1274,POWER CORD;US&JAP;RACK;DUAL;TWISTLOCK,$575,$426,Storage,EMC
1275,POWER CORD SINGLE PHASE US&JAP RACK DUAL,$575,$426,Storage,EMC
1276,POWER CORD SINGLE PHASE US&JAP RACK DUAL,$575,$426,Storage,EMC
1277,"POWER CORD,US&JAP,RACK,DUAL,TWISTLOCK",$575,$426,Storage,EMC
1278,"POWER CORD,3PH,50A,DELTA,HBL-HBL,N.AMER","$2,255","$1,669",Storage,EMC
1279,"POWER CORD,3PH,50A,DELTA,HBL-R&S,N.AMER","$2,255","$1,669",Storage,EMC
1280,POWER CORD 3PH 40A DELTA PP-HBL N AMER,$575,$426,Storage,EMC
1281,POWER CORD 3PH 40A DELTA HBL-HBL N AMER,$575,$426,Storage,EMC
1282,POWER CORD 3PH 40A DELTA PP-RS N AMER,$575,$426,Storage,EMC
1283,POWER CORD 3PH 40A DELTA HBL-RS N AMER,$575,$426,Storage,EMC
1284,"POWER CORD,3PH,32A,FLYINGLEAD,N.AMER","$2,255","$1,669",Storage,EMC
1285,POWER CORD 3PH 32A FLYINGLEAD N AMER,$575,$426,Storage,EMC
1286,POWER CORD 3PH 32A FLYINGLEAD N AMER,$575,$426,Storage,EMC
1287,PACKAGING;EXTERNAL;4U;DD990,$325,$241,Storage,EMC
1288,PACKAGING;40U DDRACK,$900,$666,Storage,EMC
1289,OPT;ADD 7TO12 ES30;4X3M CBLKIT;FAC INS,"$1,100",$814,Storage,EMC
1290,OPT/ADD 9TO16 ES30/2X2M/2X3M/CBLKIT/40U,$600,$444,Storage,EMC
1291,"OPTION,ADD 9TO16 ES30 SAS,CABLE KIT",$600,$444,Storage,EMC
1292,"OPTION,ADD 9TO16 ES30 SAS,CABLE KIT",$600,$444,Storage,EMC
1293,OPT;ADD 17TO24 ES30;4X5M CBLKIT;40U,$600,$444,Storage,EMC
1294,"OPTION,ADD 17TO24 ES30 SAS,CABLE KIT",$600,$444,Storage,EMC
1295,"OPTION,ADD 17TO24 ES30 SAS,CABLE KIT",$600,$444,Storage,EMC
1296,OPT;ADD1TO6ES30;2X2M;2X3M;CBLKT;FAC INS,$600,$444,Storage,EMC
1297,OPT DS60 SHELF 45X3TB SAS HDD RACK,"$171,423","$126,853",Storage,EMC
1298,OPT DS60 SHELF 45X3TB SAS HDD RACK,"$171,423","$126,853",Storage,EMC
1299,OPT DS60 SHELF 45X3T SASHD RACK RETN,"$171,423","$126,853",Storage,EMC
1300,OPT DS60 SHELF 45X3T SASHD RACK RETN,"$171,423","$126,853",Storage,EMC
1301,OPT DS60 SHELF 60X3TB SAS HDD RACK,"$223,230","$165,190",Storage,EMC
1302,OPT DS60 SHELF 30X3T SASHD RACK RETN,"$119,615","$88,515",Storage,EMC
1303,OPT DS60 SHELF 30X4TB SAS HDD RACK,"$149,615","$110,715",Storage,EMC
1304,OPT DS60 SHELF 30X4TB SAS HDD RACK,"$149,615","$110,715",Storage,EMC
1305,OPT DS60 SHELF 30X4T SAS HDD RACK RETN,"$149,615","$110,715",Storage,EMC
1306,OPT DS60 SHELF 30X4T SAS HDD RACK RETN,"$149,615","$110,715",Storage,EMC
1307,OPT DS60 SHELF 45X4TB SAS HDD RACK,"$216,541","$160,240",Storage,EMC
1308,OPT DS60 SHELF 45X4TB SAS HDD RACK,"$216,541","$160,240",Storage,EMC
1309,OPT DS60 SHELF 45X4T SASHD RACK RETN,"$216,541","$160,240",Storage,EMC
1310,OPT DS60 SHELF 45X4T SASHD RACK RETN,"$216,541","$160,240",Storage,EMC
1311,OPT DS60 SHELF 15X4TB SAS HDD RACK,"$82,690","$61,191",Storage,EMC
1312,OPT DS60 SHELF 15X4TB SAS HDD RACK,"$82,690","$61,191",Storage,EMC
1313,OPT DS60 SHELF 15X4T SASHD RACK RETN,"$82,690","$61,191",Storage,EMC
1314,OPT DS60 SHELF 15X4T SASHD RACK RETN,"$82,690","$61,191",Storage,EMC
1315,OPTION;ES30 SHELF;15X1TB SATA HDD;RACK,"$26,250","$19,425",Storage,EMC
1316,OPTION;ES30 SHELF;15X1TSATAHD;RK;EXTDRET,"$26,250","$19,425",Storage,EMC
1317,OPTION;ES30 SHELF;15X2TB SATA HDD;RACK,"$36,400","$26,936",Storage,EMC
1318,OPTION;ES30 SHELF;15X2TSATAHD;RK;EXTDRET,"$36,400","$26,936",Storage,EMC
1319,"OPTION,ES30 SHELF,15X2TB SAS HDD,RACK","$36,400","$26,936",Storage,EMC
1320,"OPTION,ES30 SHELF,15X2TB SAS HDD,RACK","$36,400","$26,936",Storage,EMC
1321,"OPTION,ES30 SHELF,15X2T SASHD,RACK,RETN","$36,400","$26,936",Storage,EMC
1322,OPTION;ES30 SHELF;15X3TB SATA HDD;RACK,"$53,150","$39,331",Storage,EMC
1323,OPTION;ES30 SHELF;15X3T SATAHD;RACK;RETN,"$53,150","$39,331",Storage,EMC
1324,"OPTION,ES30 SHELF,15X3TB SAS HDD,RACK","$53,150","$39,331",Storage,EMC
1325,"OPTION,ES30 SHELF,15X3TB SAS HDD,RACK","$53,150","$39,331",Storage,EMC
1326,"OPTION,ES30 SHELF,15X3T SASHD,RACK,RETN","$53,150","$39,331",Storage,EMC
1327,"OPTION,ES30 SHELF,15X3T SASHD,RACK,RETN","$53,150","$39,331",Storage,EMC
1328,OPTION ES30 SHELF 15X4TB SAS HDD,"$67,323","$49,819",Storage,EMC
1329,OPTION ES30 SHELF 15X4TB SAS HDD,"$67,323","$49,819",Storage,EMC
1330,OPTION ES30 SHELF 15X4TB SAS HDD RETN,"$67,323","$49,819",Storage,EMC
1331,OPTION ES30 SHELF 15X4TB SAS HDD RETN,"$67,323","$49,819",Storage,EMC
1332,DD 10GBASE T IO MODULE 4PORT UPGRADE,"$5,000","$3,700",Storage,EMC
1333,UPGRADE;NIC;10GBE;LP;PCIE;SFPP;DP;COP,"$5,000","$3,700",Storage,EMC
1334,UPGRADE;NIC;10GBE;LP;PCIE;SFPP;LC;DP;OPT,"$5,000","$3,700",Storage,EMC
1335,"DD 10GBE,IO MODULE,CU SFP,2PORT,UPGRADE","$5,000","$3,700",Storage,EMC
1336,DD 10GBE IO MOD CU TWINAX 4PORT UPG,"$6,000","$4,440",Storage,EMC
1337,"DD 10GBE,IO MODULE,OP SFP,2PORT,UPGRADE","$5,000","$3,700",Storage,EMC
1338,DD 10GBE IO MOD OPTICAL SFP 4PORT UPG,"$6,000","$4,440",Storage,EMC
1339,UPGRADE;NIC;10GBE;SP;PCIE;SFPP;DP;COP,"$5,000","$3,700",Storage,EMC
1340,UPGRADE;NIC;10GBE;SP;PCIE;SFPP;LC;DP;OPT,"$5,000","$3,700",Storage,EMC
1341,DD160;INCL: LICENSE;5 HDD(2.5TB),"$3,000","$2,550",Storage,EMC
1342,DD 16GBIT FC IO MOD LC 2PORT UPG,"$6,000","$4,440",Storage,EMC
1343,UPGRADE;NIC;GBE;LP;PCIE;TX;2-PORT;COPPER,$900,$666,Storage,EMC
1344,UPGRADE;NIC;GBE;LP;PCIE;FX;2-PORT;FIBOPT,"$3,700","$2,738",Storage,EMC
1345,NIC;GBE;LP;PCIE;TX;4-PORT;COP;UPGRADE,"$2,500","$1,850",Storage,EMC
1346,"NIC,GBE,LP,PCIE,TX,4-PORT,COP,UPGRADE","$2,500","$1,850",Storage,EMC
1347,"DD 1GBE,IO MODULE,CU,4PORT,UPGRADE","$2,500","$1,850",Storage,EMC
1348,"DD 1GBE, IO MODULE,2P CU,2P OP,UPGRADE","$3,700","$2,738",Storage,EMC
1349,UPGRADE; NIC;GBE;PCIE;TX;2-PORT;COPPER,$900,$666,Storage,EMC
1350,UPGRADE; NIC;GBE;PCIE;FX;2-PORT;FIBEROPT,"$3,700","$2,738",Storage,EMC
1351,NIC;GBE;SP;PCIE;TX;4-PORT;COP;UPGRADE,"$2,500","$1,850",Storage,EMC
1352,NIC;GBE;SP;PCIE;TX;4-PORT;COP;UPGRADE,"$2,500","$1,850",Storage,EMC
1353,LICENSE ES30 1TB ER TO ACTIVE UPGRADE=IA,"$13,600","$10,064",Storage,EMC
1354,UPGRADE;DD510;INCL: LICENSE;6 HDD(1.5TB),"$13,000","$9,620",Storage,EMC
1355,"DD530,INCL:LICENSE,6 HDD(3TB),REFURB,UPG","$25,000","$18,500",Storage,EMC
1356,UPGRADE;560EXPKIT;SUPPORTS 1TO2XES20;MEM,"$3,000","$2,220",Storage,EMC
1357,UPGRADE;560 EXPKIT;SUPPORTS 1XES20,"$2,000","$1,480",Storage,EMC
1358,UPGRADE;560 EXPKIT;SUPPORTS 2XES20;MEM,"$5,000","$3,700",Storage,EMC
1359,UPGRADE;DD610;INCL: LICENSE;5 HDD(2.5TB),"$9,700","$7,178",Storage,EMC
1360,DD620;INCL: LICENSE;5 HDD(5TB),"$10,000","$7,400",Storage,EMC
1361,UPGRADE;DD630;INCL: LICENSE;5 HDD(5TB),"$14,550","$10,767",Storage,EMC
1362,DD640 ADD ES EXP KIT;DUAL PATH;UPG,"$7,500","$5,550",Storage,EMC
1363,DD640;ADD 5X1TBHDD(5TB);UPGRADE,"$4,850","$3,589",Storage,EMC
1364,LICENSE;EXPSTOR;DD640;UPGRADE,"$10,000","$7,400",Storage,EMC
1365,UPGRADE; DD670 ADD ES EXP KIT; DUAL PATH,"$7,500","$5,550",Storage,EMC
1366,DD670 ADD ES30 EXP KIT; DUAL PATH;UPG,"$7,500","$5,550",Storage,EMC
1367,UPGRADE; DD670 CAP EXPKIT; 30TB TO 76TB,"$19,400","$14,356",Storage,EMC
1368,UPG;DD690 EXPKIT;33TO48TB;2P;MULTPATH,"$10,000","$7,400",Storage,EMC
1369,"DD MEMKIT,DD7200,MORE THAN 360TB,UPGRADE","$22,000","$16,280",Storage,EMC
1370,DD860 CAP EXP KIT;MORE THAN 60TB;UPG,"$9,700","$7,178",Storage,EMC
1371,LICENSE;DD860 CAP EXP;MORE THAN 60TB;UPG,"$30,000","$22,200",Storage,EMC
1372,DD880 EXPKIT;97TO192T;2P;MULTPATH;UPG,"$9,700","$7,178",Storage,EMC
1373,UPGRADE;LIC; DD880 EXP CAP 97T TO 192T,"$50,000","$37,000",Storage,EMC
1374,LICENSE;DD890;EXPCAP180T TO 384T;UPGRADE,"$40,000","$29,600",Storage,EMC
1375,"DD 8GBIT FC,IO MODULE,LC,2PORT,UPGRADE","$4,500","$3,330",Storage,EMC
1376,MEMKIT ADD 256GB DD9500 16X16GB UPG,"$30,000","$22,200",Storage,EMC
1377,MEMKIT;DD990;MORE THAN 360TB;UPGRADE,"$22,000","$16,280",Storage,EMC
1378,ADD 6 TO 12 ES30X3D;8X2M CBLKIT;UPGRADE,"$1,100",$814,Storage,EMC
1379,ADD 9TO16 ES30;2X2M;2X5M;CBLKIT;40U;UPG,$600,$444,Storage,EMC
1380,"ADD 9TO16 ES30,CBLKIT,40U, UPGRADE",$600,$444,Storage,EMC
1381,ADD 17TO24 ES30;4X5M CBLKIT;40U;UPGRADE,$600,$444,Storage,EMC
1382,"ADD 17TO24 ES30,CBLKIT 40U,UPGRADE",$600,$444,Storage,EMC
1383,ADD 1 TO 6 ES30 EXP;4X2M CBLKIT;UPGRADE,$600,$444,Storage,EMC
1384,LICENSE BOOST 2200 UPGRADE=IA,"$1,500","$1,275",Storage,EMC
1385,"LICENSE,BOOST,2500,UPGRADE","$4,000","$2,960",Storage,EMC
1386,"LICENSE,BOOST,DD4200,UPGRADE","$9,000","$6,660",Storage,EMC
1387,"LICENSE,BOOST,DD4500,UPGRADE","$19,000","$14,060",Storage,EMC
1388,"LICENSE,BOOST,DD7200,UPGRADE","$38,000","$28,120",Storage,EMC
1389,LIC BOOST DD9500 UPG=IA,"$45,000","$33,300",Storage,EMC
1390,LICENSE;BOOST;DD990;UPGRADE,"$45,000","$33,300",Storage,EMC
1391,UPGRADE;LICENSE;BOOST;DD880;CTL2,"$22,500","$16,650",Storage,EMC
1392,LICENSE;BOOST;DD890;CTL2;UPGRADE,"$22,500","$16,650",Storage,EMC
1393,LICENSE DD OE PER TB UPG ACTIVE=CB,"$1,750","$1,295",Storage,EMC
1394,LICENSE DD OE PER TB UPG ER=CB,$915,$677,Storage,EMC
1395,UPG;LIC;DEDUPE STORAGE FOR DLM;DD880,"$50,000","$37,000",Storage,EMC
1396,DS60 SHELF 45X3TB SAS HDD UPGRADE,"$214,278","$158,566",Storage,EMC
1397,DS60 SHELF 45X3TB SAS HDD RETN UPGRADE,"$214,278","$158,566",Storage,EMC
1398,DS60 SHELF 15X3TB SAS HDD UPGRADE,"$84,759","$62,722",Storage,EMC
1399,DS60 SHELF 15X3TB SAS HDD RETN UPGRADE,"$84,759","$62,722",Storage,EMC
1400,DS60 SHELF 30X3TB SAS HDD UPGRADE,"$149,519","$110,644",Storage,EMC
1401,DS60 SHELF 30X3TB SAS HDD RETN UPGRADE,"$149,519","$110,644",Storage,EMC
1402,HDD EXP PACK 15X3TB SAS W/ DS60 CARR,"$51,808","$38,338",Storage,EMC
1403,HDD EXP PACK 15X3TB SAS W/ DS60 CARR RET,"$51,808","$38,338",Storage,EMC
1404,DS60 SHELF 30X4TB SAS HDD UPGRADE,"$187,019","$138,394",Storage,EMC
1405,DS60 SHELF 30X4TB SAS HDD RETN UPGRADE,"$187,019","$138,394",Storage,EMC
1406,"LICENSE,ENCRYPTION,DD7200,UPGRADE","$38,000","$28,120",Storage,EMC
1407,LIC ENCRYPTION DD9500 UPG=IA,"$45,000","$33,300",Storage,EMC
1408,LICENSE; ENCRYPTION;DD990;UPGRADE,"$45,000","$33,300",Storage,EMC
1409,ES30 SHELF;15X1TB HDD;2XLCC;UPGRADE,"$27,450","$20,313",Storage,EMC
1410,ES30 SHELF;15X1TB HDD;2XLCC;ARCHVUPGRADE,"$27,450","$20,313",Storage,EMC
1411,ES30 SHELF;15X2TB HDD;2XLCCUPGRADE,"$38,350","$28,379",Storage,EMC
1412,ES30 SHELF;15X2TB HDD;2XLCC;ARCHVUPGRADE,"$38,350","$28,379",Storage,EMC
1413,"ES30 SHELF,15X2TB SAS HDD,UPGRADE","$38,350","$28,379",Storage,EMC
1414,"ES30 SHELF,15X2TB SAS HDD,RETN,UPGRADE","$38,350","$28,379",Storage,EMC
1415,ES30 SHELF;15X3TB SATA HDD;UPGRADE,"$69,150","$51,171",Storage,EMC
1416,ES30 SHELF;15X3TB SATA HDD;ARCHV;UPGRADE,"$69,150","$51,171",Storage,EMC
1417,"ES30 SHELF,15X3TB SAS HDD,UPGRADE","$69,150","$51,171",Storage,EMC
1418,"ES30 SHELF,15X3TB SAS HDD,RETN,UPGRADE","$69,150","$51,171",Storage,EMC
1419,ES30 SHELF 15X4TB SAS HDD UPGRADE,"$84,154","$62,274",Storage,EMC
1420,ES30 SHELF 15X4TB SAS HDD RETN UPGRADE,"$84,154","$62,274",Storage,EMC
1421,UPG; LICENSE; GLOBAL DEDUP; DD880;CTRL 1,"$75,000","$55,500",Storage,EMC
1422,LIC;GLOBAL DEDUP;DD890;CTL1;UPG,"$75,000","$55,500",Storage,EMC
1423,UPG; LICENSE; GLOBAL DEDUP; DD880;CTRL 2,"$75,000","$55,500",Storage,EMC
1424,LIC;GLOBAL DEDUP;DD890;CTL2;UPG,"$75,000","$55,500",Storage,EMC
1425,LIC VTL OPEN SYS TO IBM IOS 2200 UPG=IA,$750,$638,Storage,EMC
1426,"LIC,VTL,OPEN SYS TO IBM IOS,2500,UPG","$2,000","$1,480",Storage,EMC
1427,"LIC,VTL,OPEN SYS TO IBM IOS,DD4200,UPG","$4,500","$3,330",Storage,EMC
1428,"LIC,VTL,OPEN SYS TO IBM IOS,DD4500,UPG","$9,500","$7,030",Storage,EMC
1429,LIC;VTL;OPEN SYS TO IBM I/OS;DD610;UPG,$750,$555,Storage,EMC
1430,LIC;VTL;OPEN SYS TO IBM I/OS;DD620;UPG,$750,$555,Storage,EMC
1431,LIC;VTL;OPEN SYS TO IBM I/OS;DD630;UPG,"$2,000","$1,480",Storage,EMC
1432,LIC;VTL;OPEN SYS TO IBM I/OS;DD640;UPG,"$2,000","$1,480",Storage,EMC
1433,LIC;VTL;OPEN SYS TO IBM I/OS;DD660;UPG,"$7,500","$5,550",Storage,EMC
1434,LIC;VTL;OPEN SYS TO IBM I/OS;DD670;UPG,"$4,500","$3,330",Storage,EMC
1435,"LIC,VTL,OPEN SYS TO IBM IOS,DD7200,UPG","$19,000","$14,060",Storage,EMC
1436,LIC VTL OPEN SYS IBM IOS DD9500 UPG=IA,"$72,000","$53,280",Storage,EMC
1437,LIC;VTL;OPEN SYS TO IBM I/OS;DD990;UPG,"$22,500","$16,650",Storage,EMC
1438,LICENSE REPLICATOR 2200 UPGRADE=IA,"$2,540","$2,159",Storage,EMC
1439,"LICENSE, REPLICATOR, 2500,UPGRADE","$5,000","$3,700",Storage,EMC
1440,"LICENSE, REPLICATOR, DD4200,UPGRADE","$10,000","$7,400",Storage,EMC
1441,"LICENSE, REPLICATOR, DD4500,UPGRADE","$30,000","$22,200",Storage,EMC
1442,UPGRADE; LICENSE; REPLICATOR; DD610,"$2,540","$1,880",Storage,EMC
1443,LICENSE;REPLICATOR; DD620;UPGRADE,"$2,540","$1,880",Storage,EMC
1444,UPGRADE; LICENSE; REPLICATOR; DD630,"$5,000","$3,700",Storage,EMC
1445,LICENSE; REPLICATOR; DD640;UPGRADE,"$5,000","$3,700",Storage,EMC
1446,UPGRADE; LICENSE; REPLICATOR; DD660,"$25,000","$18,500",Storage,EMC
1447,UPGRADE; LICENSE; REPLICATOR; DD670,"$10,000","$7,400",Storage,EMC
1448,"LICENSE, REPLICATOR, DD7200,UPGRADE","$60,000","$44,400",Storage,EMC
1449,LIC REPLICATOR DD9500 UPG=IA,"$70,000","$51,800",Storage,EMC
1450,LICENSE; REPLICATOR; DD990;UPGRADE,"$70,000","$51,800",Storage,EMC
1451,UPG; LICENSE; REPLICATOR; DD880;CTRL 2,"$70,000","$51,800",Storage,EMC
1452,LICENSE;REPLICATOR;DD890;CTL2;UPG,"$70,000","$51,800",Storage,EMC
1453,LIC;RETENTION LOCK GOV EDITION;DD610;UPG,"$1,500","$1,110",Storage,EMC
1454,LIC;RETENTION LOCK GOV EDITION;DD620;UPG,"$1,500","$1,110",Storage,EMC
1455,LIC;RETENTION LOCK GOV EDITION;DD630;UPG,"$4,000","$2,960",Storage,EMC
1456,LIC;RETENTION LOCK GOV EDITION;DD640;UPG,"$4,000","$2,960",Storage,EMC
1457,LIC;RETENTION LOCK GOV EDITION;DD660;UPG,"$20,000","$14,800",Storage,EMC
1458,LIC;RETENTION LOCK COMPL EDITN;DD660;UPG,"$20,000","$14,800",Storage,EMC
1459,LIC;RETENTION LOCK COMPL EDITN;DD690;UPG,"$24,000","$17,760",Storage,EMC
1460,"LIC,RETENTION LOCK COMPL EDTN,DD7200,UPG","$38,000","$28,120",Storage,EMC
1461,LIC RETN LOCK COMPL EDTN DD9500 UPG=IA,"$90,000","$66,600",Storage,EMC
1462,LIC;RETENTION LOCK COMPL EDITN;DD990;UPG,"$45,000","$33,300",Storage,EMC
1463,LIC RTN LOCK GOV EDTN DD2200 UPG=IA,"$1,500","$1,275",Storage,EMC
1464,"LIC,RETENTION LOCK GOV EDTN,DD2500,UPG","$4,000","$2,960",Storage,EMC
1465,"LIC,RETENTION LOCK GOV EDTION,DD4200,UPG","$7,000","$5,180",Storage,EMC
1466,"LIC,RETENTION LOCK GOV EDTION,DD4500,UPG","$20,400","$15,096",Storage,EMC
1467,"LIC,RETENTION LOCK GOV EDTION,DD7200,UPG","$38,000","$28,120",Storage,EMC
1468,LIC RETN LOCK GOV EDTION DD9500 UPG=IA,"$45,000","$33,300",Storage,EMC
1469,EXTENDED RETENTION;1X QUAD SAS HBA;UPGR,"$4,500","$3,330",Storage,EMC
1470,"DD SAS,6G,EXTD RETN,IO MODULE,4PORT,UPGR","$4,500","$3,330",Storage,EMC
1471,DD 6GBIT SAS IO MOD 4PORT ER UPG,"$5,000","$3,700",Storage,EMC
1472,LIC VTL OPEN SYSTEMS DD2200 UPGRADE=IA,"$1,500","$1,275",Storage,EMC
1473,LIC VTL NDMP TAPE SRVR ETH DD2200 UPG=IA,"$1,500","$1,275",Storage,EMC
1474,LIC VTL IBM IOS DD2200 UPGRADE=IA,"$2,250","$1,913",Storage,EMC
1475,"LIC,VTL,OPEN SYSTEMS,DD2500,UPGRADE","$4,000","$2,960",Storage,EMC
1476,"LIC,VTL,NDMP TAPE SERVER,ETH,DD2500,UPGR","$4,000","$2,960",Storage,EMC
1477,"LIC,VTL,IBM IOS,DD2500,UPGRADE","$6,000","$4,440",Storage,EMC
1478,"LIC,VTL,OPEN SYSTEMS,DD4200,UPGRADE","$9,000","$6,660",Storage,EMC
1479,"LIC,VTL,NDMP TAPE SERVER,ETH,DD4200,UPGR","$9,000","$6,660",Storage,EMC
1480,"LIC,VTL,IBM IOS,DD4200,UPGRADE","$13,500","$9,990",Storage,EMC
1481,"LIC,VTL,OPEN SYSTEMS,DD4500,UPGRADE","$19,000","$14,060",Storage,EMC
1482,"LIC,VTL,NDMP TAPE SERVER,ETH,DD4500,UPGR","$19,000","$14,060",Storage,EMC
1483,"LIC,VTL,IBM IOS,DD4500,UPGRADE","$28,500","$21,090",Storage,EMC
1484,UPGRADE;VTL;PCIE;4GB FC;DUALPORT;DD5XX/G,"$4,500","$3,330",Storage,EMC
1485,UPGRADE;VTL;LP;PCIE;4GB FC;DUALPORT,"$4,500","$3,330",Storage,EMC
1486,UPG;LIC;VTL;610.INCL:1XPCIE CARD;DP;4G,"$10,500","$7,770",Storage,EMC
1487,LIC;VTL;NDMP TAPE SVR;ETH;DD610;UPG,"$1,500","$1,110",Storage,EMC
1488,LIC;VTL;IBM I/OS;FC;DD610;1XDP;4G;UPG,"$6,750","$4,995",Storage,EMC
1489,LIC;VTL;620.INCL:1XPCIE CARD;DP;4G;UPG,"$6,000","$4,440",Storage,EMC
1490,LIC;VTL;NDMP TAPE SVR;ETH;DD620;UPG,"$1,500","$1,110",Storage,EMC
1491,LIC;VTL;IBM I/OS;FC;DD620;1XDP;4G;UPG,"$6,750","$4,995",Storage,EMC
1492,UPG;LIC;VTL;630.INCL:1XPCIE CARD;DP;4G,"$8,500","$6,290",Storage,EMC
1493,LIC;VTL;NDMP TAPE SVR;ETH;DD630;UPG,"$4,000","$2,960",Storage,EMC
1494,LIC;VTL;IBM I/OS;FC;DD630;1XDP;4G;UPG,"$10,500","$7,770",Storage,EMC
1495,LIC;VTL;640; INCL 1XPCIE CARD;DP;8G;UPG,"$8,500","$6,290",Storage,EMC
1496,LIC;VTL;640; INCL 2XPCIE CARD;DP;8G;UPG,"$13,000","$9,620",Storage,EMC
1497,VTL;NDMP TAPE SVR;ETH;DD640;UPG,"$4,000","$2,960",Storage,EMC
1498,VTL;IBM I/OS;FC;DD640;1XPCIE;DP;8G;UPG,"$10,500","$7,770",Storage,EMC
1499,VTL;IBM I/OS;FC;DD640;2XPCIE;DP;8G;UPG,"$15,000","$11,100",Storage,EMC
1500,UPG;LIC;VTL;660. INCL:1XPCIE CARD;DP;4G,"$19,500","$14,430",Storage,EMC
1501,UPG;LIC;VTL;660. INCL:2XPCIE CARD;DP;4G,"$24,000","$17,760",Storage,EMC
1502,LIC;VTL;NDMP TAPE SVR;ETH;DD660;UPG,"$15,000","$11,100",Storage,EMC
1503,LIC;VTL;IBM I/OS;FC;DD660;1XDP;4G;UPG,"$27,000","$19,980",Storage,EMC
1504,LIC;VTL;IBM I/OS;FC;DD660;2XDP;4G;UPG,"$31,500","$23,310",Storage,EMC
1505,UPG;LIC;VTL;670; INCL 1XPCIE CARD;DP;8G,"$13,500","$9,990",Storage,EMC
1506,UPG;LIC;VTL;670; INCL 2XPCIE CARD;DP;8G,"$18,000","$13,320",Storage,EMC
1507,LIC;VTL;NDMP TAPE SVR;ETH;DD670;UPG,"$9,000","$6,660",Storage,EMC
1508,LIC;VTL;IBM I/OS;FC;DD670;1XDP;8G;UPG,"$18,000","$13,320",Storage,EMC
