,model,retail_price,partner_price,category,brand
5039,Front panel console for VSPEX rack,$350,$315,Storage,EMC
5040,VSPEX Console for 40U VNX Rack,$350,$259,Storage,EMC
5041,VNX7500 DENSE SAS BE EXP TO 8 BUSES,"$15,304","$11,325",Storage,EMC
5042,VNX7500 DENSE SAS BE EXP TO 8 BUS UPG,"$21,500","$15,910",Storage,EMC
5043,VNX7500 SAS BE EXPAN TO 8 BUSES ADD-ON,"$15,304","$11,325",Storage,EMC
5044,VNX7500 SAS BE EXPANSION TO 8 BUSES UPG,"$21,500","$15,910",Storage,EMC
5045,VNX5300 4 PT 1GBASE-T ISCSI IO MOD PR,"$2,000","$1,800",Storage,EMC
5046,VNX5300 2 PT FCOE IO MOD PAIR-TWAX-UPG,"$2,352","$2,117",Storage,EMC
5047,VNX5300 2 PT OP 10G ISCSI IO MOD PR-SFP,"$4,800","$4,320",Storage,EMC
5048,VNX 5300 2 PT 10GBASE-T ISCSI IO MOD PR,"$3,000","$2,700",Storage,EMC
5049,VNX 2PT 10GBASE-T ISCSI IO MOD PR-UG,"$7,325","$5,421",Storage,EMC
5050,VNX5300 2PT 10GBASE-T ISCSI IO MOD PR-UG,"$4,200","$3,780",Storage,EMC
5051,VNX5300 2 PT OP 10G ISCSI IO MOD PR-TWAX,"$4,000","$3,600",Storage,EMC
5052,VNX 2 PT OP 10G ISCSI IO MOD PR-TWAX-UPG,"$9,740","$7,208",Storage,EMC
5053,VNX5300 2PT OP 10G ISCSI IO MOD PR-TWX-U,"$5,600","$5,040",Storage,EMC
5054,VNX 2 PT OP 10G ISCSI IO MOD PR-SFP-UPG,"$11,687","$8,648",Storage,EMC
5055,VNX5300 2PT OP 10G ISCSI IO MOD PR-SFP-U,"$6,720","$6,048",Storage,EMC
5056,VNX 1.2TB 10K VAULT 25X2.5 DPE/DAE,"$5,745","$4,251",Storage,EMC
5057,VNX 300GB 15K VAULT 25X2.5 DPE/DAE,"$4,970","$3,678",Storage,EMC
5058,VNX 400GB SSD VAULT 25X2.5 DPE/DAE,"$15,965","$11,814",Storage,EMC
5059,VNX 600GB 10K VAULT 25X2.5 DPE/DAE,"$3,450","$2,553",Storage,EMC
5060,VNX2 600GB 15K VAULT 25X2.5 DAE,"$5,585","$4,133",Storage,EMC
5061,VNX 800GB EFD VAULT 25X2.5 DAE,"$29,985","$22,189",Storage,EMC
5062,VNX 900GB 10K VAULT 25X2.5 DPE/DAE,"$4,530","$3,352",Storage,EMC
5063,VNX 1000GB SAS VAULT 25X2.5 DPE/DAE,"$3,580","$2,649",Storage,EMC
5064,VNX 1600GB VAULT 25X2.5 DAE,"$48,935","$36,212",Storage,EMC
5065,VNX 300GB 15K VAULT 120X2.5 DAE,"$3,640","$2,694",Storage,EMC
5066,VNX 400GB EFD VAULT 120X2.5 DAE,"$15,970","$11,818",Storage,EMC
5067,VNX 600GB 15K VAULT 120X2.5 DAE,"$5,585","$4,133",Storage,EMC
5068,VNX 800GB VAULT 120X2.5 DAE,"$29,980","$22,185",Storage,EMC
5069,VNX 1600GB VAULT 120X2.5 DAE,"$48,935","$36,212",Storage,EMC
5070,VNX 300GB 15K VAULT 60X3.5 DAE,"$3,640","$2,694",Storage,EMC
5071,VNX 400GB SSD VAULT 60X3.5 DAE,"$15,965","$11,814",Storage,EMC
5072,VNX 600GB 10K VAULT 60X3.5 DAE,"$3,450","$2,553",Storage,EMC
5073,VNX2 600GB 15K VAULT 60X3.5 DAE,"$5,585","$4,133",Storage,EMC
5074,VNX 900GB 10K VAULT 60X3.5 DAE,"$4,530","$3,352",Storage,EMC
5075,VNX 1600GB VAULT 60X3.5 DAE,"$48,935","$36,212",Storage,EMC
5076,VNX 300GB 15K VAULT 15X3.5 DAE,"$3,640","$2,694",Storage,EMC
5077,VNX 400GB SSD VAULT 15X3.5 DAE,"$15,965","$11,814",Storage,EMC
5078,VNX 600GB 10K VAULT 15X3.5 DAE,"$3,450","$2,553",Storage,EMC
5079,VNX 600GB 15K VAULT 15X3.5 DAE,"$5,580","$4,129",Storage,EMC
5080,VNX 900GB 10K VAULT 15X3.5 DAE,"$4,530","$3,352",Storage,EMC
5081,VNX 1600GB VAULT 15X3.5 DAE,"$48,935","$36,212",Storage,EMC
5082,VNX 3.5X60 DRV ENC 4X600G 10K SAS VAULT,"$4,915","$3,637",Storage,EMC
5083,VNX 3.5X60 DRV ENC 4X900G 10K SAS VAULT,"$6,980","$5,165",Storage,EMC
5084,VNX 300GB 10K UPG DRV - 25X2.5IN DAE/DPE,$955,$707,Storage,EMC
5085,VNX 300GB 10K UPG DRV - 25X2.5IN DAE/DPE,$955,$707,Storage,EMC
5086,VNX 600G 10K UPG DRV-25X2.5IN DAE/DPE,"$1,530","$1,132",Storage,EMC
5087,VNX 600G 10K UPG DRV-25X2.5IN DAE/DPE,"$1,530","$1,132",Storage,EMC
5088,VNX 900G 10K UPG DRV-25X2.5IN DAE/DPE,"$2,155","$1,595",Storage,EMC
5089,VNX 900G 10K UPG DRV-25X2.5IN DAE/DPE,"$2,155","$1,595",Storage,EMC
5090,VNX 100G FLASH UPG DRV-25X2.5IN DPE/DAE,"$4,745","$3,511",Storage,EMC
5091,VNX 100G FLASH UPG DRV-25X2.5IN DPE/DAE,"$4,745","$3,511",Storage,EMC
5092,VNX 200G FLASH UPG DRV 25X2.5IN DPE/DAE,"$9,010","$6,667",Storage,EMC
5093,VNX 200G FLASH UPG DRV 25X2.5IN DPE/DAE,"$9,010","$6,667",Storage,EMC
5094,VNX 1TB NL SAS DRV-60X3.5IN DRV DAE,$690,$511,Storage,EMC
5095,VNX 1TB NL SAS UPG DRV-60X3.5IN DRV DAE,$935,$692,Storage,EMC
5096,VNX 1TB NL SAS UPG DRV-60X3.5IN DRV DAE,$935,$692,Storage,EMC
5097,VNX 2TB NL SAS DRV 3.5X60 DRV DAE,"$1,245",$921,Storage,EMC
5098,VNX 600G 10K UPG DRV-60X3.5IN DRV DAE,"$1,660","$1,228",Storage,EMC
5099,VNX 900GB 10K SAS DRV 60X3.5IN DRV DAE,"$1,745","$1,291",Storage,EMC
5100,VNX 900G 10K UPG DRV-60X3.5IN DRV DAE,"$2,360","$1,746",Storage,EMC
5101,VNX 900G SAS UPG DRV-60X3.5IN DRV DAE,"$2,360","$1,746",Storage,EMC
5102,VNX 100GB SAS FLASH DRV 3.5X60 DRV DAE,"$3,535","$2,616",Storage,EMC
5103,VNX 100GB SAS FLASH UPG-60X3.5IN DRV DAE,"$4,775","$3,534",Storage,EMC
5104,VNX 100GB SAS FLASH UPG-60X3.5IN DRV DAE,"$4,775","$3,534",Storage,EMC
5105,VNX 200GB SAS FLASH DRV 3.5X60 DRV DAE,"$6,720","$4,973",Storage,EMC
5106,VNX 200GB SAS FLASH UPG-60X3.5IN DRV DAE,"$9,070","$6,712",Storage,EMC
5107,VNX 200GB SAS FLASH UPG-60X3.5IN DRV DAE,"$9,070","$6,712",Storage,EMC
5108,VNX 1TB NL SAS -15X3.5IN DPE/DAE UPG DRV,$935,$692,Storage,EMC
5109,VNX 1TB NL SAS -15X3.5IN DPE/DAE UPG DRV,$935,$692,Storage,EMC
5110,VNX 2TB NL SAS -15X3.5IN DPE/DAE UPG DRV,"$1,685","$1,247",Storage,EMC
5111,VNX 2TB NL SAS UPG DRV-15X3.5IN DAE/DPE,"$1,685","$1,247",Storage,EMC
5112,VNX 3TB NL SAS -15X3.5IN DPE/DAE UPG DRV,"$2,435","$1,802",Storage,EMC
5113,VNX 3TB NL SAS UPG DRV-15X3.5IN DPE/DAE,"$2,435","$1,802",Storage,EMC
5114,VNX 4TB NL SAS -15X3.5IN DPE/DAE UPG DRV,"$3,030","$2,242",Storage,EMC
5115,VNX 4TB NL-SAS 15X3.5IN DAE / DPE UPGRAD,"$3,030","$2,242",Storage,EMC
5116,VNX 300G 10K UPG DRV-15X3.5IN DAE/DPE,"$1,040",$770,Storage,EMC
5117,VNX 300G 10K UPG DRV-15X3.5IN DAE/DPE,"$1,040",$770,Storage,EMC
5118,VNX 600G 10K UPG DRV-15X3.5IN DAE/DPE,"$1,660","$1,228",Storage,EMC
5119,600GB 10K SAS UPG DRV - 15X3.5IN DAE/DPE,"$1,660","$1,228",Storage,EMC
5120,VNX 900G 10K UPG DRV-15X3.5IN DAE/DPE,"$2,360","$1,746",Storage,EMC
5121,900GB 10K SAS UPG DRV - 15X3.5IN DAE/DPE,"$2,360","$1,746",Storage,EMC
5122,VNX 300G 15K UPG DRV-15X3.5IN DAE/DPE,"$1,370","$1,014",Storage,EMC
5123,VNX 300G 15K UPG DRV-15X3.5IN DAE/DPE,"$1,370","$1,014",Storage,EMC
5124,VNX 600G 15K UPG DRV-15X3.5IN DAE/DPE,"$2,180","$1,613",Storage,EMC
5125,VNX 600G 15K UPG DRV-15X3.5IN DAE/DPE,"$2,180","$1,613",Storage,EMC
5126,VNX 100G FLASH UPG DRV-15X3.5IN DAE/DPE,"$4,775","$3,534",Storage,EMC
5127,VNX 100G FLASH UPG DRV-15X3.5IN DAE/DPE,"$4,775","$3,534",Storage,EMC
5128,VNX 200G FLASH UPG DRV-15X3.5IN DAE/DPE,"$9,070","$6,712",Storage,EMC
5129,VNX 200G FLASH UPG DRV-15X3.5IN DAE/DPE,"$9,070","$6,712",Storage,EMC
5130,Application Protection VNX5100=IC,"$7,832","$7,049",Storage,EMC
5131,Application Protection VNX5300=IC,"$12,531","$11,278",Storage,EMC
5132,Application Protection VNX5500=IC,"$33,502","$24,791",Storage,EMC
5133,Application Protection VNX5700=IC,"$44,410","$32,863",Storage,EMC
5134,Application Protection VNX7500=IC,"$53,939","$39,915",Storage,EMC
5135,RP/SE TO RP/EX LOC UG V80=IC,"$23,560","$17,434",Storage,EMC
5136,RP/SE TO RP/EX REM UG V80=IC,"$101,310","$74,969",Storage,EMC
5137,RP/SE TO RP/EX LOC UG V51 CX=IC,"$2,050","$1,845",Storage,EMC
5138,RP/SE TO RP/EX LOC UG V53 CX120=IC,"$3,030","$2,727",Storage,EMC
5139,RP/SE TO RP/EX LOC UG V55 CX240 = IC,"$8,730","$6,460",Storage,EMC
5140,RP/SE TO RP/EX LOC UG V57 CX480 = IC,"$13,600","$10,064",Storage,EMC
5141,RP/SE TO RP/EX LOC UG V75 CX960 = IC,"$16,950","$12,543",Storage,EMC
5142,RP/SE TO RP/EX REM UG V51 CX=IC,"$4,065","$3,659",Storage,EMC
5143,RP/SE TO RP/EX REM UG V53 CX120=IC,"$7,815","$7,034",Storage,EMC
5144,RP/SE TO RP/EX REM UG V55 CX240 = IC,"$19,495","$14,426",Storage,EMC
5145,RP/SE TO RP/EX REM UG V57 CX480 = IC,"$33,900","$25,086",Storage,EMC
5146,RP/SE TO RP/EX REM UG V75 CX960 = IC,"$72,880","$53,931",Storage,EMC
5147,VNXE3200 STORAGE ANALYTICS SUITE =IC,"$5,005","$4,505",Storage,EMC
5148,RP/SE TO RP/EX LOC UG V52 = IC,"$3,335","$2,468",Storage,EMC
5149,RP/SE TO RP/EX LOC UG V54 =IC,"$5,940","$4,396",Storage,EMC
5150,EMC Storage Analytics VNX5400 Suite=IC,"$7,595","$5,620",Storage,EMC
5151,EMC Storage Analytics VNX5600 Suite=IC,"$13,290","$9,835",Storage,EMC
5152,EMC Storage Analytics VNX5800 Suite=IC,"$18,900","$13,986",Storage,EMC
5153,EMC Storage Analytics VNX7600 Suite=IC,"$23,185","$17,157",Storage,EMC
5154,EMC Storage Analytics VNX8000 Suite=IC,"$35,030","$25,922",Storage,EMC
5155,EMC Storage Analytics VNX54 Suite UPG=IC,"$6,075","$4,496",Storage,EMC
5156,EMC Storage Analytics VNX56 Suite UPG=IC,"$10,630","$7,866",Storage,EMC
5157,EMC Storage Analytics VNX58 Suite UPG=IC,"$15,120","$11,189",Storage,EMC
5158,EMC Storage Analytics VNX76 Suite UPG=IC,"$18,550","$13,727",Storage,EMC
5159,VS SRM VNX2 TIER 1=IC,"$17,880","$13,231",Storage,EMC
5160,VS SRM VNX2 TIER 2=IC,"$27,100","$20,054",Storage,EMC
5161,VS SRM VNX2 TIER 3=IC,"$49,540","$36,660",Storage,EMC
5162,VS SRM VNX2 TIER 4=IC,"$93,270","$69,020",Storage,EMC
5163,VS SRM VNX2 TIER 5=IC,"$130,790","$96,785",Storage,EMC
5164,VS SRM VNX2 TIER 6=IC,"$202,730","$150,020",Storage,EMC
5165,VIPR SRM VNX TIER 1 =IC,"$2,580","$2,322",Storage,EMC
5166,VIPR SRM VNX TIER 3 =IC,"$34,410","$25,463",Storage,EMC
5167,VIPR SRM VNX TIER 5 =IC,"$110,400","$81,696",Storage,EMC
5168,VIPR SRM VNX2 TIER 1 =IC,"$12,343","$9,134",Storage,EMC
5169,VIPR SRM VNX2 TIER 2 =IC,"$18,705","$13,842",Storage,EMC
5170,VIPR SRM VNX2 TIER 3 =IC,"$34,200","$25,308",Storage,EMC
5171,VIPR SRM VNX2 TIER 4 =IC,"$64,400","$47,656",Storage,EMC
5172,VIPR SRM VNX2 TIER 5 =IC,"$90,305","$66,826",Storage,EMC
5173,VIPR SRM VNX2 TIER 6 =IC,"$139,980","$103,585",Storage,EMC
5174,VIPR SRM VNX TIER 2 =IC,"$7,210","$6,489",Storage,EMC
5175,VIPR SRM VNX TIER 4 =IC,"$64,020","$47,375",Storage,EMC
5176,APPLICATION PROTECTION FOR VNX5100=IC,"$7,832","$7,049",Storage,EMC
5177,APPLICATION PROTECTION FOR VNX5300=IC,"$12,531","$11,278",Storage,EMC
5178,APPLICATION PROTECTION FOR VNX5500=IC,"$33,502","$24,791",Storage,EMC
5179,APPLICATION PROTECTION FOR VNX5700=IC,"$44,410","$32,863",Storage,EMC
5180,APPLICATION PROTECTION FOR VNX7500=IC,"$53,939","$39,915",Storage,EMC
5181,APPLICATION PROTECTION FOR VNX5200=IC,"$13,784","$10,200",Storage,EMC
5182,APPLICATION PROTECTION FOR VNX5400=IC,"$24,561","$18,175",Storage,EMC
5183,APPLICATION PROTECTION FOR VNX5600=IC,"$37,857","$28,014",Storage,EMC
5184,APPLICATION PROTECTION FOR VNX5800=IC,"$44,410","$32,863",Storage,EMC
5185,APPLICATION PROTECTION FOR VNX7600=IC,"$49,624","$36,722",Storage,EMC
5186,APPLICATION PROTECTION FOR VNX8000=IC,"$74,975","$55,482",Storage,EMC
5187,RecoverPoint Adv. Protect - v32 =IC,"$6,730","$6,057",Storage,EMC
5188,VNX5400 APPLICATION PROT UPG=IC,"$19,650","$14,541",Storage,EMC
5189,VNX5600 APPLICATION PROT UPG=IC,"$30,285","$22,411",Storage,EMC
5190,VNX5800 APPLICATION PROT UPG=IC,"$35,530","$26,292",Storage,EMC
5191,VNX7600 APPLICATION PROT UPG=IC,"$39,700","$29,378",Storage,EMC
5192,VNX5200 Application Protection=IC,"$13,784","$10,200",Storage,EMC
5193,VNX5400 Application Protection=IC,"$24,561","$18,175",Storage,EMC
5194,VNX5600 Application Protection=IC,"$37,857","$28,014",Storage,EMC
5195,VNX5800 Application Protection=IC,"$44,410","$32,863",Storage,EMC
5196,VNX7600 Application Protection=IC,"$49,624","$36,722",Storage,EMC
5197,VNX8000 Application Protection=IC,"$74,975","$55,482",Storage,EMC
5198,RP/EX ADV PROTECTION FOR VNXe3200 PROD,"$6,730","$6,057",Storage,EMC
5199,EMC Storage Analytics VNX5200 Suite=IC,"$4,775","$3,534",Storage,EMC
5200,EMC Storage Analytics VNX5600 Suite=IC,"$13,290","$9,835",Storage,EMC
5201,EMC Storage Analytics VNX5800 Suite=IC,"$18,900","$13,986",Storage,EMC
5202,RP/EX ADV PROTECTION FOR VNX-F7000=IC,"$75,810","$56,099",Storage,EMC
5203,VNX5200 Controller Based Encryp Suite=IC,"$2,340","$1,732",Storage,EMC
5204,Data at Rest Encryption for VNX5400=IC,"$3,725","$2,757",Storage,EMC
5205,Data at Rest Encryption for VNX5600=IC,"$6,515","$4,821",Storage,EMC
5206,Data at Rest Encryption for VNX5800=IC,"$9,265","$6,856",Storage,EMC
5207,Data at Rest Encryption for VNX7600=IC,"$11,365","$8,410",Storage,EMC
5208,Data at Rest Encryption for VNX8000=IC,"$17,170","$12,706",Storage,EMC
5209,EMC Storage Analytics for VNX5100 =IC,"$4,750","$4,275",Storage,EMC
5210,EMC Storage Analytics for VNX5300 =IC,"$6,200","$5,580",Storage,EMC
5211,EMC Storage Analytics for VNX5500 = IC,"$16,800","$12,432",Storage,EMC
5212,EMC Storage Analytics for VNX5700 = IC,"$27,000","$19,980",Storage,EMC
5213,EMC Storage Analytics for VNX7500 = IC,"$36,000","$26,640",Storage,EMC
5214,TOTAL EFFICIENCY PACK FOR VNX5300,"$21,399","$19,259",Storage,EMC
5215,TOT EFF PACK UPGRADE FOR VNX5300,"$9,815","$8,834",Storage,EMC
5216,TOTAL EFFICIENCY PACK FOR VNX5500,"$56,192","$41,582",Storage,EMC
5217,TOT EFF PACK UPGRADE FOR VNX5500,"$39,919","$29,540",Storage,EMC
5218,TOTAL EFFICIENCY PACK FOR VNX5700,"$130,808","$96,798",Storage,EMC
5219,TOT EFF PACK UPGRADE FOR VNX5700,"$114,535","$84,756",Storage,EMC
5220,TOTAL EFFICIENCY PACK FOR VNX7500,"$213,082","$157,681",Storage,EMC
5221,TOT EFF PACK UPGRADE FOR VNX7500,"$196,809","$145,639",Storage,EMC
5222,VNX5200 Total Efficiency Pack=IC,"$22,191","$16,421",Storage,EMC
5223,VNX5400 Total Efficiency Pack=IC,"$36,378","$26,920",Storage,EMC
5224,VNX5600 Total Efficiency Pack=IC,"$58,378","$43,200",Storage,EMC
5225,VNX5800 Total Efficiency Pack=IC,"$104,646","$77,438",Storage,EMC
5226,VNX7600 Total Efficiency Pack=IC,"$156,828","$116,053",Storage,EMC
5227,VNX8000 Total Efficiency Pack=IC,"$236,947","$175,341",Storage,EMC
5228,Unisphere VNX5600 SAS EXP Software=IC,"$1,530","$1,132",Storage,EMC
5229,Unisphere VNX5800 SAS EXP Software=IC,"$11,225","$8,307",Storage,EMC
5230,UNISPHERE VNX7500 SAS EXPANSION LICENSE,"$26,543","$19,642",Storage,EMC
5231,Unisphere VNX7600 SAS EXP Software=IC,"$23,220","$17,183",Storage,EMC
5232,Unisphere VNX8000 SAS EXP Software=IC,"$35,225","$26,067",Storage,EMC
5233,FAST CACHE FOR VNX5100,"$1,856","$1,670",Storage,EMC
5234,FAST CACHE FOR VNX5300,"$2,813","$2,532",Storage,EMC
5235,FAST CACHE FOR VNX5300 UPG,$957,$861,Storage,EMC
5236,FAST CACHE FOR VNX5500,"$20,109","$14,881",Storage,EMC
5237,FAST CACHE FOR VNX5500 UPG,"$17,502","$12,951",Storage,EMC
5238,FAST CACHE FOR VNX5700,"$52,283","$38,689",Storage,EMC
5239,FAST CACHE FOR VNX5700 UPG,"$49,676","$36,760",Storage,EMC
5240,FAST CACHE FOR VNX7500,"$64,457","$47,698",Storage,EMC
5241,FAST CACHE FOR VNX7500 UPG,"$61,850","$45,769",Storage,EMC
5242,FAST SUITE FOR VNX5100,"$2,506","$2,255",Storage,EMC
5243,FAST SUITE FOR VNX5300,"$3,797","$3,417",Storage,EMC
5244,FAST SUITE FOR VNX5300 UPG,"$1,291","$1,162",Storage,EMC
5245,FAST SUITE FOR VNX5500,"$24,432","$18,080",Storage,EMC
5246,FAST SUITE FOR VNX5500 UPG,"$20,912","$15,475",Storage,EMC
5247,FAST SUITE FOR VNX5700,"$70,582","$52,231",Storage,EMC
5248,FAST SUITE FOR VNX5700 UPG,"$67,062","$49,626",Storage,EMC
5249,FAST SUITE FOR VNX7500,"$104,016","$76,972",Storage,EMC
5250,FAST SUITE FOR VNX7500 UPG,"$100,496","$74,367",Storage,EMC
5251,VNX5200 FAST Suite=IC,"$4,177","$3,091",Storage,EMC
5252,VNX5400 FAST Suite=IC,"$8,543","$6,322",Storage,EMC
5253,VNX5600 FAST Suite=IC,"$27,608","$20,430",Storage,EMC
5254,OE32 LOCAL PROTECT SUITE FOR VNX5700,"$13,559","$10,034",Storage,EMC
5255,OE32 LOCAL PROTECT SUITE FOR VNX7500,"$16,949","$12,542",Storage,EMC
5256,LOCAL PROTECTION SUITE FOR VNX5100,"$2,063","$1,857",Storage,EMC
5257,LOCAL PROTECTION SUITE FOR VNX5300,"$3,031","$2,728",Storage,EMC
5258,LOCAL PROTECTION SUITE FOR VNX5500,"$8,729","$6,459",Storage,EMC
5259,LOCAL PROTECTION SUITE FOR VNX5700,"$13,559","$10,034",Storage,EMC
5260,LOCAL PROTECTION SUITE FOR VNX7500,"$16,949","$12,542",Storage,EMC
5261,VNX5200 Local Protection Suite=IC,"$3,334","$2,467",Storage,EMC
5262,VNX5400 Local Protection Suite=IC,"$5,941","$4,396",Storage,EMC
5263,VNX5600 Local Protection Suite=IC,"$9,864","$7,299",Storage,EMC
5264,VNX5800 Local Protection Suite=IC,"$13,559","$10,034",Storage,EMC
5265,VNX7600 Local Protection Suite=IC,"$15,593","$11,539",Storage,EMC
5266,VNX8000 Local Protection Suite=IC,"$23,559","$17,434",Storage,EMC
5267,TOTAL PROTECTION PACK for VNX5100,"$11,166","$10,049",Storage,EMC
5268,TOTAL PROTECTION PACK for VNX5300,"$18,700","$16,830",Storage,EMC
5269,T. P. PACK UPGRADE FOR THE VNX5300,"$7,534","$6,781",Storage,EMC
5270,TOTAL PROTECTION PACK for VNX5500,"$49,378","$36,540",Storage,EMC
5271,T. P. PACK UPGRADE FOR THE VNX5500,"$33,692","$24,932",Storage,EMC
5272,TOTAL PROTECTION PACK for VNX5700,"$73,494","$54,386",Storage,EMC
5273,T. P. PACK UPGRADE FOR THE VNX5700,"$57,808","$42,778",Storage,EMC
5274,TOTAL PROTECTION PACK for VNX7500,"$115,016","$85,112",Storage,EMC
5275,T. P. PACK UPGRADE FOR THE VNX7500,"$99,330","$73,504",Storage,EMC
5276,VNX5200 Total Protection Pack=IC,"$19,972","$14,779",Storage,EMC
5277,VNX5400 Total Protection Pack=IC,"$32,740","$24,228",Storage,EMC
5278,VNX5600 Total Protection Pack=IC,"$52,540","$38,880",Storage,EMC
5279,VNX5800 Total Protection Pack=IC,"$73,494","$54,386",Storage,EMC
5280,VNX7600 Total Protection Pack=IC,"$105,815","$78,303",Storage,EMC
5281,VNX8000 Total Protection Pack=IC,"$159,872","$118,305",Storage,EMC
5282,RPSE TO RPEX LOCAL REG CAP UG FOR CX,"$2,050","$1,517",Storage,EMC
5283,RPSE TO RPEX REMOTE REG CAP UG FOR CX,"$4,065","$3,008",Storage,EMC
5284,REMOTE PROTECTION SUITE FOR VNX5100,"$4,063","$3,657",Storage,EMC
5285,REMOTE PROTECTION SUITE FOR VNX5300,"$7,813","$7,032",Storage,EMC
5286,REMOTE PROTECTION SUITE FOR VNX5500,"$19,492","$14,424",Storage,EMC
5287,REMOTE PROTECTION SUITE FOR VNX5700,"$33,898","$25,085",Storage,EMC
5288,REMOTE PROTECTION SUITE FOR VNX7500,"$72,881","$53,932",Storage,EMC
5289,VNX5200 Remote Protection Suite=IC,"$8,594","$6,360",Storage,EMC
5290,VNX5400 Remote Protection Suite=IC,"$15,313","$11,332",Storage,EMC
5291,VNX5600 Remote Protection Suite=IC,"$22,026","$16,299",Storage,EMC
5292,VNX5800 Remote Protection Suite=IC,"$33,898","$25,085",Storage,EMC
5293,VNX7600 Remote Protection Suite=IC,"$67,051","$49,618",Storage,EMC
5294,VNX8000 Remote Protection Suite=IC,"$101,305","$74,966",Storage,EMC
5295,Events & Retention Suite for VNX5100=IC,$837,$753,Storage,EMC
5296,Events & Retention Suite for VNX5300=IC,"$1,361","$1,225",Storage,EMC
5297,VNX5300 CONNECTOR FOR GOOGLE,"$1,361","$1,225",Storage,EMC
5298,Events & Retention Suite VNX5300 UPG=IC,$524,$472,Storage,EMC
5299,Events & Retention Suite for VNX5500=IC,"$3,552","$2,628",Storage,EMC
5300,VNX5500 CONNECTOR FOR GOOGLE,"$3,552","$2,628",Storage,EMC
5301,Events & Retention Suite VNX5500 UPG=IC,"$2,376","$1,758",Storage,EMC
5302,Events & Retention Suite for VNX5700=IC,"$4,262","$3,154",Storage,EMC
5303,VNV5700 CONNECTOR FOR GOOGLE,"$4,262","$3,154",Storage,EMC
5304,Events & Retention Suite VNX5700 UPG=IC,"$3,086","$2,284",Storage,EMC
5305,Events & Retention Suite for VNX7500=IC,"$4,972","$3,679",Storage,EMC
5306,UNISPHERE ANALYZER FOR A VNX5500,"$18,098","$13,393",Storage,EMC
5307,UNISPHERE ANALYZER FOR A VNX5700,"$47,055","$34,821",Storage,EMC
5308,UNISPHERE ANALYZER FOR A VNX7500,"$76,011","$56,248",Storage,EMC
5309,Unisphere Block & VNX OE VNX5100,"$2,369","$2,132",Storage,EMC
5310,UNISPHERE BLOCK & VNX OE VNX 5300,"$6,413","$5,772",Storage,EMC
5311,UNISPHERE UPG FOR VNX OE BLOCK & VNX5300,"$5,130","$4,617",Storage,EMC
5312,Unisphere for Block for VNX5500,"$12,548","$9,286",Storage,EMC
5313,UNISPHERE BLOCK UPG FOR VNX5500,"$10,038","$7,428",Storage,EMC
5314,UNISPHERE FOR BLOCK FOR A VNX 5700,"$34,386","$25,446",Storage,EMC
5315,UNISPHERE BLOCK UPG FOR VNX5700,"$27,509","$20,357",Storage,EMC
5316,UNISPHERE FOR BLOCK FOR A VNX7500,"$46,149","$34,150",Storage,EMC
5317,UNISPHERE BLOCK UPG FOR VNX7500,"$36,919","$27,320",Storage,EMC
5318,UNISPHERE FILE & VNX OE VNX5300,"$4,988","$4,489",Storage,EMC
5319,UNI FOR FILE AND VNX OE FOR A VNX5300,"$3,990","$3,591",Storage,EMC
5320,VNX5400 Unisphere File Suite UPG=IC,"$5,195","$3,844",Storage,EMC
5321,UNISPHERE FOR FILE FOR A VNX5500,"$9,330","$6,904",Storage,EMC
5322,UNISPHERE FOR FILE FOR A VNX5500,"$7,464","$5,523",Storage,EMC
5323,VNX5600 Unisphere File Suite UPG=IC,"$9,405","$6,960",Storage,EMC
5324,UNISPHERE FOR FILE FOR A VNX5700,"$34,386","$25,446",Storage,EMC
5325,UNISPHERE FOR FILE FOR A VNX5700,"$27,509","$20,357",Storage,EMC
5326,VNX5800 Unisphere File Suite UPG=IC,"$25,860","$19,136",Storage,EMC
5327,UNISPHERE FOR FILE FOR A VNX 7500,"$46,149","$34,150",Storage,EMC
5328,UNISPHERE FOR FILE FOR A VNX7500,"$36,919","$27,320",Storage,EMC
5329,VNX7600 Unisphere File Suite UPG=IC,"$34,705","$25,682",Storage,EMC
5330,VNX5200 Unisphere Block Suite =IC,"$7,054","$5,220",Storage,EMC
5331,VNX5400 Unisphere Block Suite=IC,"$8,730","$6,460",Storage,EMC
5332,VNX5600 Unisphere Block Suite=IC,"$15,810","$11,699",Storage,EMC
5333,VNX5800 Unisphere Block Suite=IC,"$32,323","$23,919",Storage,EMC
5334,VNX7600 Unisphere Block Suite=IC,"$43,380","$32,101",Storage,EMC
5335,VNX8000 Unisphere Block Suite=IC,"$65,070","$48,152",Storage,EMC
5336,VNX5200 Unisphere File Suite=IC,"$5,486","$4,060",Storage,EMC
5337,VNX5400 Unisphere File Suite=IC,"$6,491","$4,803",Storage,EMC
5338,VNX5600 Unisphere File Suite=IC,"$11,756","$8,699",Storage,EMC
5339,VNX5800 Unisphere File Suite=IC,"$32,323","$23,919",Storage,EMC
5340,VNX7600 Unisphere File Suite=IC,"$43,380","$32,101",Storage,EMC
5341,VNX8000 Unisphere File Suite=IC,"$65,070","$48,152",Storage,EMC
5342,VNX5200 Unisphere Unified Suite=IC,"$9,014","$6,670",Storage,EMC
5343,VNX5400 Unisphere Unified Suite=IC,"$10,744","$7,951",Storage,EMC
5344,VNX5600 Unisphere Unified Suite=IC,"$19,458","$14,399",Storage,EMC
